INSPIRE_ID;FORMA_OCHRONY;DOKLADNOSC_POLOZENIA;NAZWA;OBSZAR_AZP;NR_STANOWSIKA_OBSZAR;CHRONOLOGIA;FUNKCJA;WYKAZ_DOKUMENTOW;DATA_WPISU;WOJEWODZTWO;POWIAT;GMINA;MIEJSCOWOSC;LINK
PL.1.9.ZIPOZ.NID_A_12_AR.40965;rejestr zabytków;przybliżony;Pławowice;100-61;;średniowiecze;osada;1207 z 1969-12-11;1969-12-11;małopolskie;proszowicki;Nowe Brzesko - obszar wiejski;Pławowice;https://zabytek.pl/pl/obiekty/zabytek?inspire_id=PL.1.9.ZIPOZ.NID_A_12_AR.40965&rejestr=rejestr-zabytkow
PL.1.9.ZIPOZ.NID_A_12_AR.41407;rejestr zabytków;przybliżony;Pławowice, st. 15;100-61;135;epoka kamienia;osada;1209 z 1969-12-11;1969-12-11;małopolskie;proszowicki;Nowe Brzesko - obszar wiejski;Pławowice;https://zabytek.pl/pl/obiekty/zabytek?inspire_id=PL.1.9.ZIPOZ.NID_A_12_AR.41407&rejestr=rejestr-zabytkow
PL.1.9.ZIPOZ.NID_A_12_AR.41578;rejestr zabytków;dokładny;Pałecznica;98-60;;pradzieje;kopiec;64Aa z 1987-03-18;1987-03-18;małopolskie;proszowicki;Pałecznica;Pałecznica;https://zabytek.pl/pl/obiekty/zabytek?inspire_id=PL.1.9.ZIPOZ.NID_A_12_AR.41578&rejestr=rejestr-zabytkow
PL.1.9.ZIPOZ.NID_A_12_AR.41572;rejestr zabytków;przybliżony;Pałecznica;98-60;;pradzieje;kopiec;58/I/59/IIAa z 1986-09-12;1986-09-12;małopolskie;proszowicki;Pałecznica;Pałecznica;https://zabytek.pl/pl/obiekty/zabytek?inspire_id=PL.1.9.ZIPOZ.NID_A_12_AR.41572&rejestr=rejestr-zabytkow
PL.1.9.ZIPOZ.NID_A_12_AR.41634;rejestr zabytków;przybliżony;Proszowice;99-59;;epoka kamienia;osada;921 z 1968-11-22;1968-11-22;małopolskie;proszowicki;Proszowice - miasto;Proszowice;https://zabytek.pl/pl/obiekty/zabytek?inspire_id=PL.1.9.ZIPOZ.NID_A_12_AR.41634&rejestr=rejestr-zabytkow
PL.1.9.ZIPOZ.NID_A_12_AR.40972;rejestr zabytków;niepewny;Bobin;100-61;;epoka kamienia;osada;1205 z 1969-12-11;1969-12-11;małopolskie;proszowicki;Proszowice - obszar wiejski;Bobin;https://zabytek.pl/pl/obiekty/zabytek?inspire_id=PL.1.9.ZIPOZ.NID_A_12_AR.40972&rejestr=rejestr-zabytkow
PL.1.9.ZIPOZ.NID_A_12_AR.41368;rejestr zabytków;przybliżony;Bobin, st. 1;100-61;2;epoka kamienia;osada;1324 z 1973-12-08;1973-12-08;małopolskie;proszowicki;Proszowice - obszar wiejski;Bobin;https://zabytek.pl/pl/obiekty/zabytek?inspire_id=PL.1.9.ZIPOZ.NID_A_12_AR.41368&rejestr=rejestr-zabytkow
PL.1.9.ZIPOZ.NID_A_12_AR.41363;rejestr zabytków;przybliżony;Bobin, st. 2;100-61;3;epoka kamienia;osada;1319 z 1973-12-01;1973-12-01;małopolskie;proszowicki;Proszowice - obszar wiejski;Bobin;https://zabytek.pl/pl/obiekty/zabytek?inspire_id=PL.1.9.ZIPOZ.NID_A_12_AR.41363&rejestr=rejestr-zabytkow
PL.1.9.ZIPOZ.NID_A_12_AR.41463;rejestr zabytków;niepewny;Wolwanowice;100-61;;epoka kamienia;osada;1204 z 1969-12-11;1969-12-11;małopolskie;proszowicki;Proszowice - obszar wiejski;Bobin;https://zabytek.pl/pl/obiekty/zabytek?inspire_id=PL.1.9.ZIPOZ.NID_A_12_AR.41463&rejestr=rejestr-zabytkow
PL.1.9.ZIPOZ.NID_A_12_AR.40958;rejestr zabytków;niepewny;Ciborowice;100-60;;epoka kamienia;osada;1197 z 1969-12-11;1969-12-11;małopolskie;proszowicki;Proszowice - obszar wiejski;Ciborowice;https://zabytek.pl/pl/obiekty/zabytek?inspire_id=PL.1.9.ZIPOZ.NID_A_12_AR.40958&rejestr=rejestr-zabytkow
PL.1.9.ZIPOZ.NID_A_12_AR.46116;rejestr zabytków;przybliżony;Ciborowice, st. 1;100-60;1;epoka kamienia;osada;1196 z 1969-12-11;1969-12-11;małopolskie;proszowicki;Proszowice - obszar wiejski;Ciborowice;https://zabytek.pl/pl/obiekty/zabytek?inspire_id=PL.1.9.ZIPOZ.NID_A_12_AR.46116&rejestr=rejestr-zabytkow
PL.1.9.ZIPOZ.NID_A_12_AR.41372;rejestr zabytków;przybliżony;Czajęcice, st. 1;100-61;22;epoka żelaza;osada;1206 z 1969-12-11;1969-12-11;małopolskie;proszowicki;Proszowice - obszar wiejski;Czajęczyce;https://zabytek.pl/pl/obiekty/zabytek?inspire_id=PL.1.9.ZIPOZ.NID_A_12_AR.41372&rejestr=rejestr-zabytkow
PL.1.9.ZIPOZ.NID_A_12_AR.41452;rejestr zabytków;przybliżony;Czajęczyce, st. 1;100-61;22;epoka kamienia;osada;1323 z 1973-12-01;1973-12-01;małopolskie;proszowicki;Proszowice - obszar wiejski;Czajęczyce;https://zabytek.pl/pl/obiekty/zabytek?inspire_id=PL.1.9.ZIPOZ.NID_A_12_AR.41452&rejestr=rejestr-zabytkow
PL.1.9.ZIPOZ.NID_A_12_AR.46566;rejestr zabytków;niepewny;Gniazdowice;99-59;;epoka kamienia;osada;1212 z 1969-12-11;1969-12-11;małopolskie;proszowicki;Proszowice - obszar wiejski;Gniazdowice;https://zabytek.pl/pl/obiekty/zabytek?inspire_id=PL.1.9.ZIPOZ.NID_A_12_AR.46566&rejestr=rejestr-zabytkow
PL.1.9.ZIPOZ.NID_A_12_AR.41669;rejestr zabytków;przybliżony;Gniazdowice, st. 2;99-59;127;epoka kamienia;osada;924 z 1968-11-22;1968-11-22;małopolskie;proszowicki;Proszowice - obszar wiejski;Gniazdowice;https://zabytek.pl/pl/obiekty/zabytek?inspire_id=PL.1.9.ZIPOZ.NID_A_12_AR.41669&rejestr=rejestr-zabytkow
PL.1.9.ZIPOZ.NID_A_12_AR.41950;rejestr zabytków;niepewny;Górka Stogniewska;100-60;;epoka kamienia;osada;1194 z 1969-12-11;1969-12-11;małopolskie;proszowicki;Proszowice - obszar wiejski;Górka Stogniowska;https://zabytek.pl/pl/obiekty/zabytek?inspire_id=PL.1.9.ZIPOZ.NID_A_12_AR.41950&rejestr=rejestr-zabytkow
PL.1.9.ZIPOZ.NID_A_12_AR.41951;rejestr zabytków;niepewny;Górka Stogniewska;100-60;;średniowiecze;osada;1195 z 1969-12-11;1969-12-11;małopolskie;proszowicki;Proszowice - obszar wiejski;Górka Stogniowska;https://zabytek.pl/pl/obiekty/zabytek?inspire_id=PL.1.9.ZIPOZ.NID_A_12_AR.41951&rejestr=rejestr-zabytkow
PL.1.9.ZIPOZ.NID_A_12_AR.41416;rejestr zabytków;przybliżony;Koczanów, st. 3;100-61;70;epoka kamienia;osada;1322 z 1973-12-01;1973-12-01;małopolskie;proszowicki;Proszowice - obszar wiejski;Koczanów;https://zabytek.pl/pl/obiekty/zabytek?inspire_id=PL.1.9.ZIPOZ.NID_A_12_AR.41416&rejestr=rejestr-zabytkow
PL.1.9.ZIPOZ.NID_A_12_AR.40942;rejestr zabytków;niepewny;Kowala;100-60;;epoka kamienia;osada;1189 z 1969-12-11;1969-12-11;małopolskie;proszowicki;Proszowice - obszar wiejski;Kowala;https://zabytek.pl/pl/obiekty/zabytek?inspire_id=PL.1.9.ZIPOZ.NID_A_12_AR.40942&rejestr=rejestr-zabytkow
PL.1.9.ZIPOZ.NID_A_12_AR.40955;rejestr zabytków;niepewny;Kowala;100-60;;epoka kamienia;osada;1190 z 1969-12-11;1969-12-11;małopolskie;proszowicki;Proszowice - obszar wiejski;Kowala;https://zabytek.pl/pl/obiekty/zabytek?inspire_id=PL.1.9.ZIPOZ.NID_A_12_AR.40955&rejestr=rejestr-zabytkow
PL.1.9.ZIPOZ.NID_A_12_AR.40952;rejestr zabytków;niepewny;Kowala, st. 1;100-60;47;epoka kamienia;osada;1188 z 1969-12-11;1969-12-11;małopolskie;proszowicki;Proszowice - obszar wiejski;Kowala;https://zabytek.pl/pl/obiekty/zabytek?inspire_id=PL.1.9.ZIPOZ.NID_A_12_AR.40952&rejestr=rejestr-zabytkow
PL.1.9.ZIPOZ.NID_A_12_AR.41922;rejestr zabytków;przybliżony;Makocice;99-59;;epoka kamienia;osada;1219 z 1969-12-11;1969-12-11;małopolskie;proszowicki;Proszowice - obszar wiejski;Makocice;https://zabytek.pl/pl/obiekty/zabytek?inspire_id=PL.1.9.ZIPOZ.NID_A_12_AR.41922&rejestr=rejestr-zabytkow
PL.1.9.ZIPOZ.NID_A_12_AR.41848;rejestr zabytków;przybliżony;Makocice;99-59;;epoka kamienia;osada;1220 z 1969-12-11;1969-12-11;małopolskie;proszowicki;Proszowice - obszar wiejski;Makocice;https://zabytek.pl/pl/obiekty/zabytek?inspire_id=PL.1.9.ZIPOZ.NID_A_12_AR.41848&rejestr=rejestr-zabytkow
PL.1.9.ZIPOZ.NID_A_12_AR.41853;rejestr zabytków;przybliżony;Makocice, st. 10;99-59;106;epoka kamienia;osada;1222 z 1969-12-11;1969-12-11;małopolskie;proszowicki;Proszowice - obszar wiejski;Makocice;https://zabytek.pl/pl/obiekty/zabytek?inspire_id=PL.1.9.ZIPOZ.NID_A_12_AR.41853&rejestr=rejestr-zabytkow
PL.1.9.ZIPOZ.NID_A_12_AR.41677;rejestr zabytków;niepewny;Makocice, st. 10;99-59;106;epoka brązu ;osada;1221 z 1969-12-11;1969-12-11;małopolskie;proszowicki;Proszowice - obszar wiejski;Makocice;https://zabytek.pl/pl/obiekty/zabytek?inspire_id=PL.1.9.ZIPOZ.NID_A_12_AR.41677&rejestr=rejestr-zabytkow
PL.1.9.ZIPOZ.NID_A_12_AR.41421;rejestr zabytków;przybliżony;Mysławczyce;100-61;;epoka kamienia;osada;1201 z 1969-12-11;1969-12-11;małopolskie;proszowicki;Proszowice - obszar wiejski;Mysławczyce;https://zabytek.pl/pl/obiekty/zabytek?inspire_id=PL.1.9.ZIPOZ.NID_A_12_AR.41421&rejestr=rejestr-zabytkow
PL.1.9.ZIPOZ.NID_A_12_AR.41392;rejestr zabytków;przybliżony;Mysławczyce, st. 1;100-61;112;epoka żelaza;osada;1199 z 1969-12-11;1969-12-11;małopolskie;proszowicki;Proszowice - obszar wiejski;Mysławczyce;https://zabytek.pl/pl/obiekty/zabytek?inspire_id=PL.1.9.ZIPOZ.NID_A_12_AR.41392&rejestr=rejestr-zabytkow
PL.1.9.ZIPOZ.NID_A_12_AR.41425;rejestr zabytków;przybliżony;Mysławczyce, st. 1;100-61;112;epoka żelaza;osada;1200 z 1969-12-11;1969-12-11;małopolskie;proszowicki;Proszowice - obszar wiejski;Mysławczyce;https://zabytek.pl/pl/obiekty/zabytek?inspire_id=PL.1.9.ZIPOZ.NID_A_12_AR.41425&rejestr=rejestr-zabytkow
PL.1.9.ZIPOZ.NID_A_12_AR.41388;rejestr zabytków;przybliżony;Mysławczyce, st. 2;100-61;113;epoka kamienia;cmentarzysko;1202 z 1969-12-11;1969-12-11;małopolskie;proszowicki;Proszowice - obszar wiejski;Mysławczyce;https://zabytek.pl/pl/obiekty/zabytek?inspire_id=PL.1.9.ZIPOZ.NID_A_12_AR.41388&rejestr=rejestr-zabytkow
PL.1.9.ZIPOZ.NID_A_12_AR.41980;rejestr zabytków;niepewny;Opatkowice;99-60;;epoka kamienia;osada;1218 z 1969-12-11;1969-12-11;małopolskie;proszowicki;Proszowice - obszar wiejski;Opatkowice;https://zabytek.pl/pl/obiekty/zabytek?inspire_id=PL.1.9.ZIPOZ.NID_A_12_AR.41980&rejestr=rejestr-zabytkow
PL.1.9.ZIPOZ.NID_A_12_AR.41988;rejestr zabytków;niepewny;Opatkowice;99-60;;epoka żelaza;osada;926 z 1968-11-22;1968-11-22;małopolskie;proszowicki;Proszowice - obszar wiejski;Opatkowice;https://zabytek.pl/pl/obiekty/zabytek?inspire_id=PL.1.9.ZIPOZ.NID_A_12_AR.41988&rejestr=rejestr-zabytkow
PL.1.9.ZIPOZ.NID_A_12_AR.41997;rejestr zabytków;przybliżony;Opatkowice, st. 1;99-60;44;epoka kamienia;osada;927 z 1968-11-22;1968-11-22;małopolskie;proszowicki;Proszowice - obszar wiejski;Opatkowice;https://zabytek.pl/pl/obiekty/zabytek?inspire_id=PL.1.9.ZIPOZ.NID_A_12_AR.41997&rejestr=rejestr-zabytkow
PL.1.9.ZIPOZ.NID_A_12_AR.41966;rejestr zabytków;przybliżony;Opatkowice, st. 2;99-60;45;epoka kamienia;osada;1211 z 1969-12-11;1969-12-11;małopolskie;proszowicki;Proszowice - obszar wiejski;Opatkowice;https://zabytek.pl/pl/obiekty/zabytek?inspire_id=PL.1.9.ZIPOZ.NID_A_12_AR.41966&rejestr=rejestr-zabytkow
PL.1.9.ZIPOZ.NID_A_12_AR.42006;rejestr zabytków;przybliżony;Opatkowice, st. 3;99-60;46;epoka kamienia;osada;1216 z 1969-12-11;1969-12-11;małopolskie;proszowicki;Proszowice - obszar wiejski;Opatkowice;https://zabytek.pl/pl/obiekty/zabytek?inspire_id=PL.1.9.ZIPOZ.NID_A_12_AR.42006&rejestr=rejestr-zabytkow
PL.1.9.ZIPOZ.NID_A_12_AR.41971;rejestr zabytków;przybliżony;Opatkowice, st. 8;99-60;51;epoka kamienia;osada;1217 z 1969-12-11;1969-12-11;małopolskie;proszowicki;Proszowice - obszar wiejski;Opatkowice;https://zabytek.pl/pl/obiekty/zabytek?inspire_id=PL.1.9.ZIPOZ.NID_A_12_AR.41971&rejestr=rejestr-zabytkow
PL.1.9.ZIPOZ.NID_A_12_AR.40944;rejestr zabytków;przybliżony;Piekary, st. 1;100-60;120;epoka kamienia;osada;1198 z 1969-12-11;1969-12-11;małopolskie;proszowicki;Proszowice - obszar wiejski;Piekary;https://zabytek.pl/pl/obiekty/zabytek?inspire_id=PL.1.9.ZIPOZ.NID_A_12_AR.40944&rejestr=rejestr-zabytkow
PL.1.9.ZIPOZ.NID_A_12_AR.41888;rejestr zabytków;przybliżony;Szczytniki, st. 1;99-59;111;epoka żelaza;osada;1226 z 1969-12-11;1969-12-11;małopolskie;proszowicki;Proszowice - obszar wiejski;Szczytniki;https://zabytek.pl/pl/obiekty/zabytek?inspire_id=PL.1.9.ZIPOZ.NID_A_12_AR.41888&rejestr=rejestr-zabytkow
PL.1.9.ZIPOZ.NID_A_12_AR.42004;rejestr zabytków;niepewny;Szreniawa;99-60;;epoka kamienia;osada;1193 z 1969-12-11;1969-12-11;małopolskie;proszowicki;Proszowice - obszar wiejski;Szreniawa;https://zabytek.pl/pl/obiekty/zabytek?inspire_id=PL.1.9.ZIPOZ.NID_A_12_AR.42004&rejestr=rejestr-zabytkow
PL.1.9.ZIPOZ.NID_A_12_AR.41396;rejestr zabytków;niepewny;Wolwanowice;100-61;;epoka kamienia;osada;1203 z 1969-12-11;1969-12-11;małopolskie;proszowicki;Proszowice - obszar wiejski;Wolwanowice;https://zabytek.pl/pl/obiekty/zabytek?inspire_id=PL.1.9.ZIPOZ.NID_A_12_AR.41396&rejestr=rejestr-zabytkow
PL.1.9.ZIPOZ.NID_A_12_AR.40911;rejestr zabytków;niepewny;Zembrzyce, st. 1;108-53;6;epoka brązu ;grodzisko;800 z 1966-03-07, A384/80 z 1970-12-29;1966-03-07;małopolskie;suski;Zembrzyce;Zembrzyce;https://zabytek.pl/pl/obiekty/zabytek?inspire_id=PL.1.9.ZIPOZ.NID_A_12_AR.40911&rejestr=rejestr-zabytkow
PL.1.9.ZIPOZ.NID_A_12_AR.40505;rejestr zabytków;przybliżony;Koszyce Wielkie, st. 5;104-66;40;epoka żelaza;osada;A-240 z 1981-12-22;1981-12-22;małopolskie;tarnowski;Tarnów;Koszyce Wielkie;https://zabytek.pl/pl/obiekty/zabytek?inspire_id=PL.1.9.ZIPOZ.NID_A_12_AR.40505&rejestr=rejestr-zabytkow
PL.1.9.ZIPOZ.NID_A_12_AR.40509;rejestr zabytków;przybliżony;Tarnowiec, st. 1;104-66;14;epoka brązu ;osada;A-239 z 1981-12-22;1981-12-22;małopolskie;tarnowski;Tarnów;Tarnowiec;https://zabytek.pl/pl/obiekty/zabytek?inspire_id=PL.1.9.ZIPOZ.NID_A_12_AR.40509&rejestr=rejestr-zabytkow
PL.1.9.ZIPOZ.NID_A_12_AR.40507;rejestr zabytków;przybliżony;Zawada, st. 1;104-66;23;średniowiecze;grodzisko;1248 z 1970-12-21;1970-12-21;małopolskie;tarnowski;Tarnów;Zawada;https://zabytek.pl/pl/obiekty/zabytek?inspire_id=PL.1.9.ZIPOZ.NID_A_12_AR.40507&rejestr=rejestr-zabytkow
PL.1.9.ZIPOZ.NID_A_12_AR.40498;rejestr zabytków;przybliżony;Zagłobice, st. 1;104-65;34;średniowiecze;grodzisko;1247 z 1970-12-21;1970-12-21;małopolskie;tarnowski;Tarnów;Zgłobice;https://zabytek.pl/pl/obiekty/zabytek?inspire_id=PL.1.9.ZIPOZ.NID_A_12_AR.40498&rejestr=rejestr-zabytkow
PL.1.9.ZIPOZ.NID_A_12_AR.40500;rejestr zabytków;przybliżony;Łętowice, st. 2;104-65;3;epoka żelaza;cmentarzysko ciałopalne;A-312 z 1987-09-18;1987-09-18;małopolskie;tarnowski;Wierzchosławice;Łętowice;https://zabytek.pl/pl/obiekty/zabytek?inspire_id=PL.1.9.ZIPOZ.NID_A_12_AR.40500&rejestr=rejestr-zabytkow
PL.1.9.ZIPOZ.NID_A_12_AR.40492;rejestr zabytków;przybliżony;Jadowniki Mokre, st. 3;100-64;3;epoka żelaza;osada;967 z 1969-09-30;1969-09-30;małopolskie;tarnowski;Wietrzychowice;Jadowniki Mokre;https://zabytek.pl/pl/obiekty/zabytek?inspire_id=PL.1.9.ZIPOZ.NID_A_12_AR.40492&rejestr=rejestr-zabytkow
PL.1.9.ZIPOZ.NID_A_12_AR.40488;rejestr zabytków;dokładny;Wojnicz, st. 1;105-65;1;średniowiecze;grodzisko;Kl.V-114/11/57 z 1957-04-12, A-132 z 1977-10-18, A-360 z 1993-10-05;1957-04-12;małopolskie;tarnowski;Wojnicz - miasto;Wojnicz;https://zabytek.pl/pl/obiekty/zabytek?inspire_id=PL.1.9.ZIPOZ.NID_A_12_AR.40488&rejestr=rejestr-zabytkow
PL.1.9.ZIPOZ.NID_A_12_AR.40512;rejestr zabytków;dokładny;Zawada Lanckorońsa, st. 1;106-64;3;epoka brązu ;grodzisko;646/A z 1957-12-13, A-646/355 z 1993-11-10;1957-12-13;małopolskie;tarnowski;Zakliczyn - obszar wiejski;Zawada Lanckorońska;https://zabytek.pl/pl/obiekty/zabytek?inspire_id=PL.1.9.ZIPOZ.NID_A_12_AR.40512&rejestr=rejestr-zabytkow
PL.1.9.ZIPOZ.NID_A_12_AR.40495;rejestr zabytków;przybliżony;Gorzyce, st. 3;100-65;5;epoka żelaza;osada;A-277 z 1986-02-05;1986-02-05;małopolskie;tarnowski;Żabno - obszar wiejski;Gorzyce;https://zabytek.pl/pl/obiekty/zabytek?inspire_id=PL.1.9.ZIPOZ.NID_A_12_AR.40495&rejestr=rejestr-zabytkow
PL.1.9.ZIPOZ.NID_A_12_AR.40976;rejestr zabytków;dokładny;Marcyporęba, st. 1;105-53;1;średniowiecze;zamek;826/A z 1967-12-29, A-580/88 z 1988-08-11;1967-12-29;małopolskie;wadowicki;Brzeźnica;Marcyporęba;https://zabytek.pl/pl/obiekty/zabytek?inspire_id=PL.1.9.ZIPOZ.NID_A_12_AR.40976&rejestr=rejestr-zabytkow
PL.1.9.ZIPOZ.NID_A_12_AR.40903;rejestr zabytków;dokładny;Nowe Dwory, st. 5;104-53;40;epoka kamienia;osada;825/A z 1967-12-29, A-584/88 z 1988-11-16, brak numeru z 1991-10-23;1967-12-29;małopolskie;wadowicki;Brzeźnica;Nowe Dwory;https://zabytek.pl/pl/obiekty/zabytek?inspire_id=PL.1.9.ZIPOZ.NID_A_12_AR.40903&rejestr=rejestr-zabytkow
PL.1.9.ZIPOZ.NID_A_12_AR.40957;rejestr zabytków;przybliżony;Sosnowice;104-54;;epoka kamienia;miejsce produkcji;828/A z 1967-12-29, A-585/88 z 1988-11-15;1967-12-29;małopolskie;wadowicki;Brzeźnica;Sosnowice;https://zabytek.pl/pl/obiekty/zabytek?inspire_id=PL.1.9.ZIPOZ.NID_A_12_AR.40957&rejestr=rejestr-zabytkow
PL.1.9.ZIPOZ.NID_A_12_AR.40921;rejestr zabytków;przybliżony;Zagórze, st. 3;107-52;76;średniowiecze;grodzisko;A440/84 z 1984-07-20, A440/84 z 1984-12-18;1984-07-20;małopolskie;wadowicki;Mucharz;Zagórze;https://zabytek.pl/pl/obiekty/zabytek?inspire_id=PL.1.9.ZIPOZ.NID_A_12_AR.40921&rejestr=rejestr-zabytkow
PL.1.9.ZIPOZ.NID_A_12_AR.40946;rejestr zabytków;dokładny;Bachowice, st. 9;104-52;;średniowiecze;osada;A-683/92 z 1992-05-22;1992-05-22;małopolskie;wadowicki;Spytkowice;Bachowice;https://zabytek.pl/pl/obiekty/zabytek?inspire_id=PL.1.9.ZIPOZ.NID_A_12_AR.40946&rejestr=rejestr-zabytkow
PL.1.9.ZIPOZ.NID_A_12_AR.40962;rejestr zabytków;dokładny;Spytkowice, st. 16;103-52;16;epoka kamienia;osada;A-679/92 z 1992-02-03;1992-02-03;małopolskie;wadowicki;Spytkowice;Spytkowice;https://zabytek.pl/pl/obiekty/zabytek?inspire_id=PL.1.9.ZIPOZ.NID_A_12_AR.40962&rejestr=rejestr-zabytkow
PL.1.9.ZIPOZ.NID_A_12_AR.40908;rejestr zabytków;dokładny;Spytkowice, st. 19;103-52;19;epoka kamienia;osada;A-678/92 z 1992-01-22;1992-01-22;małopolskie;wadowicki;Spytkowice;Spytkowice;https://zabytek.pl/pl/obiekty/zabytek?inspire_id=PL.1.9.ZIPOZ.NID_A_12_AR.40908&rejestr=rejestr-zabytkow
PL.1.9.ZIPOZ.NID_A_12_AR.40916;rejestr zabytków;dokładny;Spytkowice, st. 26;104-52;26;epoka kamienia;osada;A-684/92 z 1992-05-22;1992-05-22;małopolskie;wadowicki;Spytkowice;Spytkowice;https://zabytek.pl/pl/obiekty/zabytek?inspire_id=PL.1.9.ZIPOZ.NID_A_12_AR.40916&rejestr=rejestr-zabytkow
PL.1.9.ZIPOZ.NID_A_12_AR.40877;rejestr zabytków;dokładny;Spytkowice, st. 3;104-52;2;epoka kamienia;miejsce produkcji;A-682/92 z 1992-03-25;1992-03-25;małopolskie;wadowicki;Spytkowice;Spytkowice;https://zabytek.pl/pl/obiekty/zabytek?inspire_id=PL.1.9.ZIPOZ.NID_A_12_AR.40877&rejestr=rejestr-zabytkow
PL.1.9.ZIPOZ.NID_A_12_AR.40882;rejestr zabytków;dokładny;Spytkowice, st. 42;103-52;42;epoka kamienia;obozowisko;A-677/92 z 1992-01-22;1992-01-22;małopolskie;wadowicki;Spytkowice;Spytkowice;https://zabytek.pl/pl/obiekty/zabytek?inspire_id=PL.1.9.ZIPOZ.NID_A_12_AR.40882&rejestr=rejestr-zabytkow
PL.1.9.ZIPOZ.NID_A_12_AR.40928;rejestr zabytków;przybliżony;Zakrzów, st. 13;106-54;18;średniowiecze;grodzisko;A-471/86 z 1986-12-22, brak numeru z 1991-10-23;1986-12-22;małopolskie;wadowicki;Stryszów;Zakrzów;https://zabytek.pl/pl/obiekty/zabytek?inspire_id=PL.1.9.ZIPOZ.NID_A_12_AR.40928&rejestr=rejestr-zabytkow
PL.1.9.ZIPOZ.NID_A_12_AR.40891;rejestr zabytków;przybliżony;Zakrzów, st. 14;106-54;5;średniowiecze;zamek;A-470/86 z 1986-12-22, brak numeru z 1991-10-23;1986-12-22;małopolskie;wadowicki;Stryszów;Zakrzów;https://zabytek.pl/pl/obiekty/zabytek?inspire_id=PL.1.9.ZIPOZ.NID_A_12_AR.40891&rejestr=rejestr-zabytkow
PL.1.9.ZIPOZ.NID_A_12_AR.41550;rejestr zabytków;przybliżony;Biskupice, st. 1;104-58;61;epoka brązu ;osada;807 z 1966-03-12;1966-03-12;małopolskie;wielicki;Biskupice;Biskupice;https://zabytek.pl/pl/obiekty/zabytek?inspire_id=PL.1.9.ZIPOZ.NID_A_12_AR.41550&rejestr=rejestr-zabytkow
PL.1.9.ZIPOZ.NID_A_12_AR.41592;rejestr zabytków;przybliżony;Biskupice, st. 2;104-58;62;epoka żelaza;grodzisko;808 z 1966-03-12;1966-03-12;małopolskie;wielicki;Biskupice;Biskupice;https://zabytek.pl/pl/obiekty/zabytek?inspire_id=PL.1.9.ZIPOZ.NID_A_12_AR.41592&rejestr=rejestr-zabytkow
PL.1.9.ZIPOZ.NID_A_12_AR.41436;rejestr zabytków;niepewny;Biskupice, st. 3;104-58;63;epoka kamienia;osada;836A z 1968-10-17;1968-10-17;małopolskie;wielicki;Biskupice;Biskupice;https://zabytek.pl/pl/obiekty/zabytek?inspire_id=PL.1.9.ZIPOZ.NID_A_12_AR.41436&rejestr=rejestr-zabytkow
PL.1.9.ZIPOZ.NID_A_12_AR.41958;rejestr zabytków;niepewny;Szczygłów;104-58;;średniowiecze;osada;955 z 1969-06-12;1969-06-12;małopolskie;wielicki;Biskupice;Szczygłów;https://zabytek.pl/pl/obiekty/zabytek?inspire_id=PL.1.9.ZIPOZ.NID_A_12_AR.41958&rejestr=rejestr-zabytkow
PL.1.9.ZIPOZ.NID_A_12_AR.41616;rejestr zabytków;niepewny;Szczygłów, st. 1;104-58;88;epoka kamienia;osada;954 z 1969-06-12;1969-06-12;małopolskie;wielicki;Biskupice;Szczygłów;https://zabytek.pl/pl/obiekty/zabytek?inspire_id=PL.1.9.ZIPOZ.NID_A_12_AR.41616&rejestr=rejestr-zabytkow
PL.1.9.ZIPOZ.NID_A_12_AR.41542;rejestr zabytków;niepewny;Zabłocie;104-58;;epoka kamienia;osada;956 z 1969-06-12;1969-06-12;małopolskie;wielicki;Biskupice;Zabłocie;https://zabytek.pl/pl/obiekty/zabytek?inspire_id=PL.1.9.ZIPOZ.NID_A_12_AR.41542&rejestr=rejestr-zabytkow
PL.1.9.ZIPOZ.NID_A_12_AR.41678;rejestr zabytków;niepewny;Zabłocie;104-58;;epoka brązu ;osada;839A z 1968-10-17;1968-10-17;małopolskie;wielicki;Biskupice;Zabłocie;https://zabytek.pl/pl/obiekty/zabytek?inspire_id=PL.1.9.ZIPOZ.NID_A_12_AR.41678&rejestr=rejestr-zabytkow
PL.1.9.ZIPOZ.NID_A_12_AR.41444;rejestr zabytków;niepewny;Cichawa, st. 2;104-59;169;średniowiecze;osada;947 z 1969-06-12;1969-06-12;małopolskie;wielicki;Gdów;Cichawa;https://zabytek.pl/pl/obiekty/zabytek?inspire_id=PL.1.9.ZIPOZ.NID_A_12_AR.41444&rejestr=rejestr-zabytkow
PL.1.9.ZIPOZ.NID_A_12_AR.41448;rejestr zabytków;niepewny;Gdów, st. 2;105-59;95;epoka żelaza;osada;837A z 1968-10-17;1968-10-17;małopolskie;wielicki;Gdów;Gdów;https://zabytek.pl/pl/obiekty/zabytek?inspire_id=PL.1.9.ZIPOZ.NID_A_12_AR.41448&rejestr=rejestr-zabytkow
PL.1.9.ZIPOZ.NID_A_12_AR.41488;rejestr zabytków;niepewny;Krakuszowice, st. 2;104-59;158;epoka kamienia;osada;952 z 1969-06-12;1969-06-12;małopolskie;wielicki;Gdów;Krakuszowice;https://zabytek.pl/pl/obiekty/zabytek?inspire_id=PL.1.9.ZIPOZ.NID_A_12_AR.41488&rejestr=rejestr-zabytkow
